stage,idx,level,days,delivered,final_pass,original_failure,unified_failure,run_dir
C,131,hard,3,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T072557063373Z_deepseek-chat_planner-react_validation_131
C,132,hard,3,True,False,evidence_insufficient,evidence_coverage,runs\20260905T072628550310Z_deepseek-chat_planner-react_validation_132
C,133,hard,3,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T072645820067Z_deepseek-chat_planner-react_validation_133
C,134,hard,3,True,True,success,success,runs\20260905T072715161860Z_deepseek-chat_planner-react_validation_134
C,135,hard,3,True,True,success,success,runs\20260905T072728579345Z_deepseek-chat_planner-react_validation_135
C,136,hard,3,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T072749449753Z_deepseek-chat_planner-react_validation_136
C,137,hard,3,True,True,success,success,runs\20260905T072811948279Z_deepseek-chat_planner-react_validation_137
C,138,hard,3,True,False,evidence_insufficient,evidence_coverage,runs\20260905T072844329404Z_deepseek-chat_planner-react_validation_138
C,139,hard,3,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T072910946492Z_deepseek-chat_planner-react_validation_139
C,140,hard,3,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T072927808126Z_deepseek-chat_planner-react_validation_140
C,141,hard,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T073026593098Z_deepseek-chat_planner-react_validation_141
C,142,hard,5,True,False,evidence_insufficient,evidence_coverage,runs\20260905T073205354605Z_deepseek-chat_planner-react_validation_142
C,143,hard,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T073246049061Z_deepseek-chat_planner-react_validation_143
C,144,hard,5,True,False,planning_constraint_failure,diversity/preference/room_rule,runs\20260905T073308141580Z_deepseek-chat_planner-react_validation_144
C,145,hard,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T073324830426Z_deepseek-chat_planner-react_validation_145
C,146,hard,5,True,True,success,success,runs\20260905T073421742981Z_deepseek-chat_planner-react_validation_146
C,147,hard,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T073543436751Z_deepseek-chat_planner-react_validation_147
C,148,hard,5,True,False,evidence_insufficient,evidence_coverage,runs\20260905T073748489557Z_deepseek-chat_planner-react_validation_148
C,149,hard,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T073820176807Z_deepseek-chat_planner-react_validation_149
C,150,hard,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T073935917497Z_deepseek-chat_planner-react_validation_150
C,151,hard,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T074011888804Z_deepseek-chat_planner-react_validation_151
C,152,hard,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T074118107000Z_deepseek-chat_planner-react_validation_152
C,153,hard,5,True,False,planning_constraint_failure,grounding/utilization,runs\20260905T074227280284Z_deepseek-chat_planner-react_validation_153
C,154,hard,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T074254285022Z_deepseek-chat_planner-react_validation_154
C,155,hard,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T074314948856Z_deepseek-chat_planner-react_validation_155
C,156,hard,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T074415467463Z_deepseek-chat_planner-react_validation_156
C,157,hard,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T074445997123Z_deepseek-chat_planner-react_validation_157
C,158,hard,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T074507633048Z_deepseek-chat_planner-react_validation_158
C,159,hard,5,True,False,evidence_insufficient,evidence_coverage,runs\20260905T074554293871Z_deepseek-chat_planner-react_validation_159
C,160,hard,5,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T074634781775Z_deepseek-chat_planner-react_validation_160
C,161,hard,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T074709071475Z_deepseek-chat_planner-react_validation_161
C,162,hard,7,True,True,success,success,runs\20260905T074740323200Z_deepseek-chat_planner-react_validation_162
C,163,hard,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T074820035149Z_deepseek-chat_planner-react_validation_163
C,164,hard,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T074918390553Z_deepseek-chat_planner-react_validation_164
C,165,hard,7,True,False,evidence_insufficient,evidence_coverage,runs\20260905T075050425927Z_deepseek-chat_planner-react_validation_165
C,166,hard,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T075136628331Z_deepseek-chat_planner-react_validation_166
C,167,hard,7,True,False,evidence_insufficient,evidence_coverage,runs\20260905T075207116759Z_deepseek-chat_planner-react_validation_167
C,168,hard,7,True,False,evidence_insufficient,evidence_coverage,runs\20260905T075253442774Z_deepseek-chat_planner-react_validation_168
C,169,hard,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T075420654251Z_deepseek-chat_planner-react_validation_169
C,170,hard,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T075512363996Z_deepseek-chat_planner-react_validation_170
C,171,hard,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T075604926848Z_deepseek-chat_planner-react_validation_171
C,172,hard,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T075632525624Z_deepseek-chat_planner-react_validation_172
C,173,hard,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T075715870497Z_deepseek-chat_planner-react_validation_173
C,174,hard,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T075825480109Z_deepseek-chat_planner-react_validation_174
C,175,hard,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T075853017159Z_deepseek-chat_planner-react_validation_175
C,176,hard,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T075913788569Z_deepseek-chat_planner-react_validation_176
C,177,hard,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T080012633565Z_deepseek-chat_planner-react_validation_177
C,178,hard,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T080048156454Z_deepseek-chat_planner-react_validation_178
C,179,hard,7,False,False,agent_control_non_delivery,delivery/agent_control,runs\20260905T080209009636Z_deepseek-chat_planner-react_validation_179
C,180,hard,7,True,False,evidence_insufficient,evidence_coverage,runs\20260905T080234360453Z_deepseek-chat_planner-react_validation_180
D,1,easy,3,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260905T143843080759Z_deepseek-chat_verifier-replan_validation_001
D,2,easy,3,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260905T143922625229Z_deepseek-chat_verifier-replan_validation_002
D,3,easy,3,True,True,verifier_context_or_format_failure,success,runs\20260905T143956501828Z_deepseek-chat_verifier-replan_validation_003
D,4,easy,3,True,False,replan_constraint_failure,verifier/replan,runs\20260905T144026305288Z_deepseek-chat_verifier-replan_validation_004
D,5,easy,3,True,True,verifier_context_or_format_failure,success,runs\20260905T144047914976Z_deepseek-chat_verifier-replan_validation_005
D,6,easy,3,True,False,replan_invalid_fallback_original,verifier/replan,runs\20260905T144111787981Z_deepseek-chat_verifier-replan_validation_006
D,7,easy,3,True,True,replan_invalid_fallback_original,success,runs\20260905T144135806952Z_deepseek-chat_verifier-replan_validation_007
D,8,easy,3,True,True,repair_success,success,runs\20260905T144207427867Z_deepseek-chat_verifier-replan_validation_008
D,9,easy,3,False,False,candidate_malformed_unrepaired,delivery/agent_control,runs\20260905T144240111816Z_deepseek-chat_verifier-replan_validation_009
D,10,easy,3,False,False,candidate_malformed_unrepaired,delivery/agent_control,runs\20260905T144259658057Z_deepseek-chat_verifier-replan_validation_010
D,11,easy,3,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260905T144335550280Z_deepseek-chat_verifier-replan_validation_011
D,12,easy,3,True,True,repair_success,success,runs\20260905T144400938956Z_deepseek-chat_verifier-replan_validation_012
D,13,easy,3,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260905T144422794215Z_deepseek-chat_verifier-replan_validation_013
D,14,easy,3,True,True,verifier_context_or_format_failure,success,runs\20260905T144501160284Z_deepseek-chat_verifier-replan_validation_014
D,15,easy,3,True,False,replan_invalid_fallback_original,verifier/replan,runs\20260905T144532611303Z_deepseek-chat_verifier-replan_validation_015
D,16,easy,3,True,True,replan_invalid_fallback_original,success,runs\20260905T151413110196Z_deepseek-chat_verifier-replan_validation_016
D,17,easy,3,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260905T151446335204Z_deepseek-chat_verifier-replan_validation_017
D,18,easy,3,True,False,replan_constraint_failure,verifier/replan,runs\20260905T151513513613Z_deepseek-chat_verifier-replan_validation_018
D,19,easy,3,True,True,verifier_context_or_format_failure,success,runs\20260905T151600475331Z_deepseek-chat_verifier-replan_validation_019
D,20,easy,3,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260905T151644420120Z_deepseek-chat_verifier-replan_validation_020
D,21,easy,5,True,False,replan_constraint_failure,verifier/replan,runs\20260905T151714619140Z_deepseek-chat_verifier-replan_validation_021
D,22,easy,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260905T151816770978Z_deepseek-chat_verifier-replan_validation_022
D,23,easy,5,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260905T151839844289Z_deepseek-chat_verifier-replan_validation_023
D,24,easy,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260905T151915251609Z_deepseek-chat_verifier-replan_validation_024
D,25,easy,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260905T151943500249Z_deepseek-chat_verifier-replan_validation_025
D,26,easy,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260905T152009989818Z_deepseek-chat_verifier-replan_validation_026
D,27,easy,5,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260905T152049889946Z_deepseek-chat_verifier-replan_validation_027
D,28,easy,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260905T152211854550Z_deepseek-chat_verifier-replan_validation_028
D,29,easy,5,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260905T152234294157Z_deepseek-chat_verifier-replan_validation_029
D,30,easy,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260905T152324886194Z_deepseek-chat_verifier-replan_validation_030
D,31,easy,5,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260905T152353082187Z_deepseek-chat_verifier-replan_validation_031
D,32,easy,5,True,True,repair_success,success,runs\20260905T152423624601Z_deepseek-chat_verifier-replan_validation_032
D,33,easy,5,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260905T152525708009Z_deepseek-chat_verifier-replan_validation_033
D,34,easy,5,True,True,verifier_context_or_format_failure,success,runs\20260905T152552830585Z_deepseek-chat_verifier-replan_validation_034
D,35,easy,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260905T152633239748Z_deepseek-chat_verifier-replan_validation_035
D,36,easy,5,True,False,replan_constraint_failure,verifier/replan,runs\20260905T152655204041Z_deepseek-chat_verifier-replan_validation_036
D,37,easy,5,True,False,replan_constraint_failure,verifier/replan,runs\20260905T152722121569Z_deepseek-chat_verifier-replan_validation_037
D,38,easy,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260905T145406087449Z_deepseek-chat_verifier-replan_validation_038
D,39,easy,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260905T152800181641Z_deepseek-chat_verifier-replan_validation_039
D,40,easy,5,True,True,verifier_context_or_format_failure,success,runs\20260905T152819435272Z_deepseek-chat_verifier-replan_validation_040
D,41,easy,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260905T152935203447Z_deepseek-chat_verifier-replan_validation_041
D,42,easy,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260905T153000333969Z_deepseek-chat_verifier-replan_validation_042
D,43,easy,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260905T153032709434Z_deepseek-chat_verifier-replan_validation_043
D,44,easy,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260905T153138661439Z_deepseek-chat_verifier-replan_validation_044
D,45,easy,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260905T153159191700Z_deepseek-chat_verifier-replan_validation_045
D,46,easy,7,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260906T014630994384Z_deepseek-chat_verifier-replan_validation_046
D,47,easy,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T014721325338Z_deepseek-chat_verifier-replan_validation_047
D,48,easy,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T014812926663Z_deepseek-chat_verifier-replan_validation_048
D,49,easy,7,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260906T014837763557Z_deepseek-chat_verifier-replan_validation_049
D,50,easy,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T014929646657Z_deepseek-chat_verifier-replan_validation_050
D,51,easy,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T015006905622Z_deepseek-chat_verifier-replan_validation_051
D,52,easy,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T015030859815Z_deepseek-chat_verifier-replan_validation_052
D,53,easy,7,False,False,candidate_malformed_unrepaired,delivery/agent_control,runs\20260906T015055123041Z_deepseek-chat_verifier-replan_validation_053
D,54,easy,7,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260906T015216336746Z_deepseek-chat_verifier-replan_validation_054
D,55,easy,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T015259754732Z_deepseek-chat_verifier-replan_validation_055
D,56,easy,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T015321305977Z_deepseek-chat_verifier-replan_validation_056
D,57,easy,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T015415967693Z_deepseek-chat_verifier-replan_validation_057
D,58,easy,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T015443321854Z_deepseek-chat_verifier-replan_validation_058
D,59,easy,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T015515291797Z_deepseek-chat_verifier-replan_validation_059
D,60,easy,7,False,False,candidate_malformed_unrepaired,delivery/agent_control,runs\20260906T015558905163Z_deepseek-chat_verifier-replan_validation_060
D,61,medium,3,True,True,verifier_context_or_format_failure,success,runs\20260906T015721573901Z_deepseek-chat_verifier-replan_validation_061
D,62,medium,3,True,True,verifier_context_or_format_failure,success,runs\20260906T015806580243Z_deepseek-chat_verifier-replan_validation_062
D,63,medium,3,True,True,verifier_context_or_format_failure,success,runs\20260906T015835088442Z_deepseek-chat_verifier-replan_validation_063
D,64,medium,3,True,True,replan_invalid_fallback_original,success,runs\20260906T015906099755Z_deepseek-chat_verifier-replan_validation_064
D,65,medium,3,True,True,verifier_context_or_format_failure,success,runs\20260906T015929280012Z_deepseek-chat_verifier-replan_validation_065
D,66,medium,3,True,False,replan_constraint_failure,verifier/replan,runs\20260906T020021257659Z_deepseek-chat_verifier-replan_validation_066
D,67,medium,3,True,False,replan_invalid_fallback_original,verifier/replan,runs\20260906T020050055114Z_deepseek-chat_verifier-replan_validation_067
D,68,medium,3,False,False,candidate_malformed_unrepaired,delivery/agent_control,runs\20260906T020122240801Z_deepseek-chat_verifier-replan_validation_068
D,69,medium,3,True,True,verifier_context_or_format_failure,success,runs\20260906T020158996829Z_deepseek-chat_verifier-replan_validation_069
D,70,medium,3,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260906T020235930358Z_deepseek-chat_verifier-replan_validation_070
D,71,medium,3,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260906T020304736182Z_deepseek-chat_verifier-replan_validation_071
D,72,medium,3,False,False,candidate_malformed_unrepaired,delivery/agent_control,runs\20260906T020341916512Z_deepseek-chat_verifier-replan_validation_072
D,73,medium,3,True,False,replan_invalid_fallback_original,verifier/replan,runs\20260906T020439026182Z_deepseek-chat_verifier-replan_validation_073
D,74,medium,3,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260906T020516705391Z_deepseek-chat_verifier-replan_validation_074
D,75,medium,3,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260906T020603763914Z_deepseek-chat_verifier-replan_validation_075
D,76,medium,3,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260906T020650423816Z_deepseek-chat_verifier-replan_validation_076
D,77,medium,3,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260906T020726615300Z_deepseek-chat_verifier-replan_validation_077
D,78,medium,3,False,False,candidate_malformed_unrepaired,delivery/agent_control,runs\20260906T020754866461Z_deepseek-chat_verifier-replan_validation_078
D,79,medium,3,True,True,replan_invalid_fallback_original,success,runs\20260906T020858120710Z_deepseek-chat_verifier-replan_validation_079
D,80,medium,3,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260906T020920083751Z_deepseek-chat_verifier-replan_validation_080
D,81,medium,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T021019433195Z_deepseek-chat_verifier-replan_validation_081
D,82,medium,5,True,True,verifier_context_or_format_failure,success,runs\20260906T021039318818Z_deepseek-chat_verifier-replan_validation_082
D,83,medium,5,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260906T021114042757Z_deepseek-chat_verifier-replan_validation_083
D,84,medium,5,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260906T021208971489Z_deepseek-chat_verifier-replan_validation_084
D,85,medium,5,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260906T021322189099Z_deepseek-chat_verifier-replan_validation_085
D,86,medium,5,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260906T021418699239Z_deepseek-chat_verifier-replan_validation_086
D,87,medium,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T021459277212Z_deepseek-chat_verifier-replan_validation_087
D,88,medium,5,True,False,replan_constraint_failure,verifier/replan,runs\20260906T021610237255Z_deepseek-chat_verifier-replan_validation_088
D,89,medium,5,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260906T021702380833Z_deepseek-chat_verifier-replan_validation_089
D,90,medium,5,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260906T021742292830Z_deepseek-chat_verifier-replan_validation_090
D,91,medium,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T021911014776Z_deepseek-chat_verifier-replan_validation_091
D,92,medium,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T021932509591Z_deepseek-chat_verifier-replan_validation_092
D,93,medium,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T022010761761Z_deepseek-chat_verifier-replan_validation_093
D,94,medium,5,True,True,verifier_context_or_format_failure,success,runs\20260906T022033647051Z_deepseek-chat_verifier-replan_validation_094
D,95,medium,5,True,False,replan_constraint_failure,verifier/replan,runs\20260906T022108916301Z_deepseek-chat_verifier-replan_validation_095
D,96,medium,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T022241144095Z_deepseek-chat_verifier-replan_validation_096
D,97,medium,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T022323331523Z_deepseek-chat_verifier-replan_validation_097
D,98,medium,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T022341808025Z_deepseek-chat_verifier-replan_validation_098
D,99,medium,5,False,False,candidate_malformed_unrepaired,delivery/agent_control,runs\20260906T022402038429Z_deepseek-chat_verifier-replan_validation_099
D,100,medium,5,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260906T022457130034Z_deepseek-chat_verifier-replan_validation_100
D,101,medium,7,True,False,replan_constraint_failure,verifier/replan,runs\20260906T022530783011Z_deepseek-chat_verifier-replan_validation_101
D,102,medium,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T022625088297Z_deepseek-chat_verifier-replan_validation_102
D,103,medium,7,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260906T022647193077Z_deepseek-chat_verifier-replan_validation_103
D,104,medium,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T022833839145Z_deepseek-chat_verifier-replan_validation_104
D,105,medium,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T022853566534Z_deepseek-chat_verifier-replan_validation_105
D,106,medium,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T022913931792Z_deepseek-chat_verifier-replan_validation_106
D,107,medium,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T022939651984Z_deepseek-chat_verifier-replan_validation_107
D,108,medium,7,False,False,candidate_malformed_unrepaired,delivery/agent_control,runs\20260906T023003015912Z_deepseek-chat_verifier-replan_validation_108
D,109,medium,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T023127276693Z_deepseek-chat_verifier-replan_validation_109
D,110,medium,7,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260906T023148928581Z_deepseek-chat_verifier-replan_validation_110
D,111,medium,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T023229810513Z_deepseek-chat_verifier-replan_validation_111
D,112,medium,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T023251899323Z_deepseek-chat_verifier-replan_validation_112
D,113,medium,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T023344365954Z_deepseek-chat_verifier-replan_validation_113
D,114,medium,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T023408045401Z_deepseek-chat_verifier-replan_validation_114
D,115,medium,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T023440747853Z_deepseek-chat_verifier-replan_validation_115
D,116,medium,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T023536296169Z_deepseek-chat_verifier-replan_validation_116
D,117,medium,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T023601749437Z_deepseek-chat_verifier-replan_validation_117
D,118,medium,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T023626560000Z_deepseek-chat_verifier-replan_validation_118
D,119,medium,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T023650486120Z_deepseek-chat_verifier-replan_validation_119
D,120,medium,7,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260906T023716307037Z_deepseek-chat_verifier-replan_validation_120
D,121,hard,3,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260906T023735901865Z_deepseek-chat_verifier-replan_validation_121
D,122,hard,3,True,True,verifier_context_or_format_failure,success,runs\20260906T023900824685Z_deepseek-chat_verifier-replan_validation_122
D,123,hard,3,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260906T023943614095Z_deepseek-chat_verifier-replan_validation_123
D,124,hard,3,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260906T024030034564Z_deepseek-chat_verifier-replan_validation_124
D,125,hard,3,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260907T010649916892Z_deepseek-chat_verifier-replan_validation_125
D,126,hard,3,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260907T010743723529Z_deepseek-chat_verifier-replan_validation_126
D,127,hard,3,False,False,candidate_malformed_unrepaired,delivery/agent_control,runs\20260907T010819134849Z_deepseek-chat_verifier-replan_validation_127
D,128,hard,3,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260907T010857363221Z_deepseek-chat_verifier-replan_validation_128
D,129,hard,3,True,True,replan_invalid_fallback_original,success,runs\20260907T010933328340Z_deepseek-chat_verifier-replan_validation_129
D,130,hard,3,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260907T011017150059Z_deepseek-chat_verifier-replan_validation_130
D,131,hard,3,True,True,repair_success,success,runs\20260907T011053606832Z_deepseek-chat_verifier-replan_validation_131
D,132,hard,3,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260907T011128702971Z_deepseek-chat_verifier-replan_validation_132
D,133,hard,3,True,True,verifier_context_or_format_failure,success,runs\20260907T011219007059Z_deepseek-chat_verifier-replan_validation_133
D,134,hard,3,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260907T011334633567Z_deepseek-chat_verifier-replan_validation_134
D,135,hard,3,True,True,verifier_context_or_format_failure,success,runs\20260907T011426490519Z_deepseek-chat_verifier-replan_validation_135
D,136,hard,3,False,False,candidate_malformed_unrepaired,delivery/agent_control,runs\20260907T011519152277Z_deepseek-chat_verifier-replan_validation_136
D,137,hard,3,True,False,replan_constraint_failure,verifier/replan,runs\20260907T011636242009Z_deepseek-chat_verifier-replan_validation_137
D,138,hard,3,True,False,replan_invalid_fallback_original,verifier/replan,runs\20260907T011722737920Z_deepseek-chat_verifier-replan_validation_138
D,139,hard,3,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260907T011751213018Z_deepseek-chat_verifier-replan_validation_139
D,140,hard,3,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260907T011811487617Z_deepseek-chat_verifier-replan_validation_140
D,141,hard,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260907T011915579831Z_deepseek-chat_verifier-replan_validation_141
D,142,hard,5,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260907T011942629207Z_deepseek-chat_verifier-replan_validation_142
D,143,hard,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260907T012058023889Z_deepseek-chat_verifier-replan_validation_143
D,144,hard,5,True,True,verifier_context_or_format_failure,success,runs\20260907T012119890602Z_deepseek-chat_verifier-replan_validation_144
D,145,hard,5,False,False,candidate_malformed_unrepaired,delivery/agent_control,runs\20260907T012214146346Z_deepseek-chat_verifier-replan_validation_145
D,146,hard,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260907T012321344080Z_deepseek-chat_verifier-replan_validation_146
D,147,hard,5,True,False,replan_constraint_failure,verifier/replan,runs\20260907T012509484392Z_deepseek-chat_verifier-replan_validation_147
D,148,hard,5,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260907T012604453480Z_deepseek-chat_verifier-replan_validation_148
D,149,hard,5,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260907T012651991715Z_deepseek-chat_verifier-replan_validation_149
D,150,hard,5,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260907T012807291160Z_deepseek-chat_verifier-replan_validation_150
D,151,hard,5,True,False,verifier_context_or_format_failure,verifier/replan,runs\20260907T012933790318Z_deepseek-chat_verifier-replan_validation_151
D,152,hard,5,False,False,candidate_malformed_unrepaired,delivery/agent_control,runs\20260907T013050685738Z_deepseek-chat_verifier-replan_validation_152
D,153,hard,5,False,False,upstream_agent_control_non_delivery,delivery/agent_control,runs\20260907T013223549219Z_deepseek-chat_verifier-replan_validation_153
D,154,hard,5,False,False,candidate_malformed_unrepaired,delivery/agent_control,runs\20260907T013339431062Z_deepseek-chat_verifier-replan_validation_154
D,155,hard,5,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260907T013454448956Z_deepseek-chat_verifier-replan_validation_155
D,156,hard,5,True,False,replan_constraint_failure,verifier/replan,runs\20260907T013631204364Z_deepseek-chat_verifier-replan_validation_156
D,157,hard,5,True,True,verifier_context_or_format_failure,success,runs\20260907T013706292918Z_deepseek-chat_verifier-replan_validation_157
D,158,hard,5,False,False,candidate_malformed_unrepaired,delivery/agent_control,runs\20260907T013754954202Z_deepseek-chat_verifier-replan_validation_158
D,159,hard,5,False,False,verifier_context_or_format_failure,delivery/agent_control,runs\20260907T013906481351Z_deepseek-chat_verifier-replan_validation_159
